,cloudCover,dewPoint,windBearing,precipProbability,windSpeed,summary,precipAccumulation,precipType,humidity,apparentTemperature,pressure,uvIndex,visibility,precipIntensity,temperature,icon,time
1356994800,0.35,-6.12,212,0,4.37,Partly Cloudy,,,0.4,3.44,1011.91,0,13.12,0,6.44,partly-cloudy-night,1356994800
1356998400,0.35,-6.45,207,0,3.28,Partly Cloudy,,,0.4,3.64,1011.69,0,13.15,0,6.11,partly-cloudy-night,1356998400
1357002000,0.35,-6.07,197,0,3.21,Partly Cloudy,,,0.46,1.89,1011.6,0,13,0,4.62,partly-cloudy-night,1357002000
1357005600,0.35,-5.79,194,0,2.83,Partly Cloudy,,,0.58,-1.42,1012,0,12.67,0,1.6,partly-cloudy-night,1357005600
1357009200,0.33,-5.92,191,0,2.84,Partly Cloudy,,,0.63,-3.12,1012.37,0,12.54,0,0.2,partly-cloudy-night,1357009200
1357012800,0.27,-5.8,188,0,4.3,Partly Cloudy,,,0.68,-5.16,1012.51,0,12.71,0,-0.54,partly-cloudy-night,1357012800
1357016400,0.12,-6.26,191,0,2.26,Clear,,,0.66,-3.62,1012.64,0,12.6,0,-0.72,clear-night,1357016400
1357020000,0.12,-6.17,197,0,3.8,Clear,,,0.71,-6.09,1012.87,0,12.49,0,-1.59,clear-night,1357020000
1357023600,0.14,-5.64,211,0,2.86,Clear,,,0.72,-4.86,1013.58,0,12.52,0,-1.24,clear-day,1357023600
1357027200,0.13,-5.24,217,0,2.88,Clear,,,0.74,-4.89,1013.74,0,11.62,0,-1.26,clear-day,1357027200
1357030800,0.52,-5.29,217,0,2.58,Partly Cloudy,,,0.75,-4.77,1014.2,1,11.14,0,-1.4,partly-cloudy-day,1357030800
1357034400,0.56,-5.62,217,0,2.01,Partly Cloudy,,,0.78,-5.1,1014.46,1,11.18,0,-2.26,partly-cloudy-day,1357034400
1357038000,0.36,-5.71,241,0,2.01,Partly Cloudy,,,0.76,-4.94,1014.55,1,11.38,0,-2.12,partly-cloudy-day,1357038000
1357041600,0.37,-5.26,240,0,2.24,Partly Cloudy,,,0.82,-5.72,1015.18,1,11.23,0,-2.54,partly-cloudy-day,1357041600
1357045200,0.43,-4.94,232,0,2.61,Partly Cloudy,,,0.83,-6.14,1015.66,0,10.59,0,-2.54,partly-cloudy-day,1357045200
1357048800,0.63,-4.78,236,0,2.37,Mostly Cloudy,,,0.85,-6.01,1015.9,0,10.27,0,-2.65,partly-cloudy-day,1357048800
1357052400,0.32,-5.19,262,0,1.66,Partly Cloudy,,,0.85,-5.4,1016.62,0,8.58,0,-2.96,partly-cloudy-night,1357052400
1357056000,0.38,-5.16,224,0,1.88,Partly Cloudy,,,0.84,-5.62,1017.01,0,8.98,0,-2.87,partly-cloudy-night,1357056000
1357059600,0.77,-4.24,234,0,2.24,Mostly Cloudy,,,0.87,-5.5,1017.88,0,9.45,0,-2.35,partly-cloudy-night,1357059600
1357063200,0.78,-4.11,250,1,1.49,Light Snow,0.259,snow,0.87,-4.38,1018.6,0,8.51,0.254,-2.31,snow,1357063200
1357066800,0.8,-3.49,252,1,1.51,Snow,0.734,snow,0.88,-3.83,1019.49,0,8.79,0.762,-1.8,snow,1357066800
1357070400,0.78,-2.62,243,1,1.82,Snow,0.864,snow,0.87,-3.14,1020.3,0,7.77,1.016,-0.79,snow,1357070400
1357074000,0.83,-1.92,262,1,3.63,Snow,0.587,snow,0.87,-4.09,1020.89,0,6.79,0.762,-0.06,snow,1357074000
1357077600,0.82,-1.69,258,1,3.74,Snow,0.386,snow,0.87,-3.89,1021.31,0,7,0.508,0.17,snow,1357077600
1357081200,0.56,-5.62,217,0,2.01,Partly Cloudy,,,0.78,-5.1,1014.46,0,11.18,0,-2.26,partly-cloudy-night,1357081200
1357084800,0.36,-5.71,241,0,2.01,Partly Cloudy,,,0.76,-4.94,1014.55,0,11.38,0,-2.12,partly-cloudy-night,1357084800
1357088400,0.37,-5.26,240,0,2.24,Partly Cloudy,,,0.82,-5.72,1015.18,0,11.23,0,-2.54,partly-cloudy-night,1357088400
1357092000,0.43,-4.94,232,0,2.61,Partly Cloudy,,,0.83,-6.14,1015.66,0,10.59,0,-2.54,partly-cloudy-night,1357092000
1357095600,0.63,-4.78,236,0,2.37,Mostly Cloudy,,,0.85,-6.01,1015.9,0,10.27,0,-2.65,partly-cloudy-night,1357095600
1357099200,0.32,-5.19,262,0,1.66,Partly Cloudy,,,0.85,-5.4,1016.62,0,8.58,0,-2.96,partly-cloudy-night,1357099200
1357102800,0.38,-5.16,224,0,1.88,Partly Cloudy,,,0.84,-5.62,1017.01,0,8.98,0,-2.87,partly-cloudy-night,1357102800
1357106400,0.77,-4.24,234,0,2.24,Mostly Cloudy,,,0.87,-5.5,1017.88,0,9.45,0,-2.35,partly-cloudy-night,1357106400
1357110000,0.78,-4.11,250,1,1.49,Light Snow,0.259,snow,0.87,-4.38,1018.6,0,8.51,0.254,-2.31,snow,1357110000
1357113600,0.8,-3.49,252,1,1.51,Snow,0.734,snow,0.88,-3.83,1019.49,0,8.79,0.762,-1.8,snow,1357113600
1357117200,0.78,-2.62,243,1,1.82,Snow,0.864,snow,0.87,-3.14,1020.3,0,7.77,1.016,-0.79,snow,1357117200
1357120800,0.83,-1.92,262,1,3.63,Snow,0.587,snow,0.87,-4.09,1020.89,1,6.79,0.762,-0.06,snow,1357120800
1357124400,0.82,-1.69,258,1,3.74,Snow,0.386,snow,0.87,-3.89,1021.31,1,7,0.508,0.17,snow,1357124400
1357128000,0.85,-1.56,260,0,3.56,Mostly Cloudy,,,0.88,-3.64,1021.9,0,5.18,0,0.26,partly-cloudy-day,1357128000
1357131600,0.82,-1.33,254,0,3.31,Mostly Cloudy,,,0.9,-3.56,1022.42,0,4.97,0,0.18,partly-cloudy-day,1357131600
1357135200,0.6,-1.56,253,0,2.94,Mostly Cloudy,,,0.9,-3.61,1023.03,0,5.17,0,-0.14,partly-cloudy-day,1357135200
1357138800,0.6,-1.78,257,0,2.53,Mostly Cloudy,,,0.94,-4.16,1023.81,0,5.52,0,-0.93,partly-cloudy-night,1357138800
1357142400,0.47,-2.44,251,0,3.48,Partly Cloudy,,,0.9,-5.15,1024.46,0,6.87,0,-1.03,partly-cloudy-night,1357142400
1357146000,0.55,-2.87,257,0,3.19,Partly Cloudy,,,0.85,-4.46,1025.03,0,7.68,0,-0.66,partly-cloudy-night,1357146000
1357149600,0.73,-3.39,266,0,5.46,Mostly Cloudy,,,0.8,-5.71,1025.74,0,9.56,0,-0.42,partly-cloudy-night,1357149600
1357153200,0.77,-3.13,267,0,3.94,Mostly Cloudy,,,0.85,-5.47,1026.27,0,8.4,0,-1,partly-cloudy-night,1357153200
1357156800,0.7,-3.15,266,0,5.03,Mostly Cloudy,,,0.84,-5.83,1026.74,0,8.55,0,-0.72,partly-cloudy-night,1357156800
1357160400,0.51,-3.05,269,0,5.27,Partly Cloudy,,,0.85,-6.12,1027.17,0,8.75,0,-0.84,partly-cloudy-night,1357160400
1357164000,0.51,-2.87,268,0,4.83,Partly Cloudy,,,0.85,-5.67,1027.6,0,8.82,0,-0.68,partly-cloudy-night,1357164000
1357167600,0.74,-2.44,272,0,3.67,Mostly Cloudy,,,0.87,-4.72,1028.06,0,8.87,0,-0.54,partly-cloudy-night,1357167600
1357171200,0.76,-2.44,276,0,4.13,Mostly Cloudy,,,0.86,-4.91,1028.36,0,9.11,0,-0.44,partly-cloudy-night,1357171200
1357174800,0.73,-2.82,269,0,4.02,Mostly Cloudy,,,0.84,-4.88,1028.52,0,9.32,0,-0.47,partly-cloudy-night,1357174800
1357178400,0.77,-2.89,259,0,4.45,Mostly Cloudy,,,0.84,-5.24,1028.64,0,9.96,0,-0.53,partly-cloudy-night,1357178400
1357182000,0.77,-2.97,263,0,4.9,Mostly Cloudy,,,0.84,-5.57,1028.55,0,9.95,0,-0.57,partly-cloudy-night,1357182000
1357185600,0.76,-3.41,260,0,4.59,Mostly Cloudy,,,0.81,-5.3,1028.5,0,10.77,0,-0.51,partly-cloudy-night,1357185600
1357189200,0.78,-3.57,258,0,4.34,Mostly Cloudy,,,0.79,-5.07,1028.48,0,12.28,0,-0.44,partly-cloudy-night,1357189200
1357192800,0.76,-3.62,250,0,3.74,Mostly Cloudy,,,0.79,-4.68,1028.17,0,12.34,0,-0.48,partly-cloudy-night,1357192800
1357196400,0.31,-1.33,221,,3.41,Partly Cloudy,,rain,0.8,-1.7,,0,11.01,,1.77,partly-cloudy-day,1357196400
1357200000,0.72,-3.68,247,0,4.54,Mostly Cloudy,,,0.77,-4.89,1027.65,0,12.67,0,-0.2,partly-cloudy-day,1357200000
1357203600,0.7,-4.03,242,0,4.64,Mostly Cloudy,,,0.7,-3.67,1027.15,0,12.81,0,0.83,partly-cloudy-day,1357203600
1357207200,0.62,-3.43,249,1,6.99,Snow,0.386,snow,0.72,-4.55,1026.69,1,11.3,0.508,1.06,snow,1357207200
1357210800,0.84,-1.93,248,1,6.25,Snow,0.386,snow,0.85,-5.13,1025.83,1,6.39,0.508,0.34,snow,1357210800
1357214400,0.85,-1.17,250,1,5.64,Snow,0.391,snow,0.92,-5.37,1024.55,0,5.83,0.508,-0.08,snow,1357214400
1357218000,0.86,-0.99,254,1,5.79,Snow,0.579,snow,0.88,-4.31,1023.34,0,7.58,0.762,0.82,snow,1357218000
1357221600,0.86,-0.54,255,0,7.61,Breezy and Mostly Cloudy,,,0.9,-4.94,1023.09,0,7.27,0,0.94,wind,1357221600
1357225200,0.86,0.33,258,1,7.84,Light Rain and Breezy,,rain,0.94,-4.74,1022.99,0,6.5,0.762,1.17,rain,1357225200
1357228800,0.86,0.51,256,1,7.24,Breezy and Mostly Cloudy,,rain,0.95,-4.42,1023.03,0,4.68,0.508,1.24,wind,1357228800
1357232400,0.85,1.12,259,1,7.5,Light Rain and Breezy,,rain,0.97,-4.09,1022.7,0,5.12,1.016,1.57,rain,1357232400
1357236000,0.85,0.95,264,0,7.41,Breezy and Mostly Cloudy,,,0.93,-3.53,1022.46,0,4.86,0,1.98,wind,1357236000
1357239600,0.83,1.34,262,0,7.44,Breezy and Mostly Cloudy,,,0.92,-2.9,1022.17,0,5.65,0,2.48,wind,1357239600
1357243200,0.81,1.49,262,0,7.68,Breezy and Mostly Cloudy,,,0.92,-2.77,1021.55,0,5.39,0,2.65,wind,1357243200
1357246800,0.8,1.86,263,0,7.48,Breezy and Mostly Cloudy,,,0.92,-2.29,1020.87,0,8.64,0,2.96,wind,1357246800
1357250400,0.81,2.13,264,0,7.52,Breezy and Mostly Cloudy,,,0.92,-1.9,1020.75,0,9.46,0,3.27,wind,1357250400
1357254000,0.83,2.29,269,0,7.91,Breezy and Mostly Cloudy,,,0.92,-1.88,1020.43,0,9.3,0,3.4,wind,1357254000
1357257600,0.82,1.93,267,0,7.81,Breezy and Mostly Cloudy,,,0.89,-1.66,1020.63,0,12.78,0,3.54,wind,1357257600
1357261200,0.76,1.99,273,1,6.8,Light Rain and Breezy,,rain,0.91,-1.55,1021.28,0,11.43,0.762,3.33,rain,1357261200
1357264800,0.75,1.46,280,0,5.77,Mostly Cloudy,,,0.88,-1.27,1021.57,0,11.51,0,3.21,partly-cloudy-night,1357264800
1357268400,0.75,0.51,280,0,6.6,Mostly Cloudy,,,0.8,-1.19,1021.63,0,11.51,0,3.56,partly-cloudy-night,1357268400
1357272000,0.77,0.06,282,0,6.64,Mostly Cloudy,,,0.78,-1.26,1021.91,0,11.89,0,3.52,partly-cloudy-night,1357272000
1357275600,0.83,0.14,279,0,6.64,Mostly Cloudy,,,0.8,-1.53,1021.94,0,11.72,0,3.3,partly-cloudy-night,1357275600
1357279200,0.79,-0.32,281,0,6.21,Mostly Cloudy,,,0.78,-1.53,1022.03,0,11.12,0,3.16,partly-cloudy-night,1357279200
1357282800,0.8,-0.09,285,0,6.35,Mostly Cloudy,,,0.82,-2.28,1022.49,0,10.75,0,2.62,partly-cloudy-day,1357282800
1357286400,0.81,-0.63,284,0,6.54,Mostly Cloudy,,,0.79,-2.33,1022.6,0,9.9,0,2.64,partly-cloudy-day,1357286400
1357290000,0.8,-0.24,287,0,7.02,Mostly Cloudy,,,0.82,-2.59,1023.15,0,10.06,0,2.59,partly-cloudy-day,1357290000
1357293600,0.79,-0.32,291,0,6.78,Mostly Cloudy,,,0.82,-2.69,1023.63,1,9.72,0,2.44,partly-cloudy-day,1357293600
1357297200,0.81,-0.22,287,0,6.7,Mostly Cloudy,,,0.83,-2.79,1023.32,1,9.37,0,2.33,partly-cloudy-day,1357297200
1357300800,0.81,-0.31,282,0,5.74,Mostly Cloudy,,,0.85,-2.85,1022.94,1,10.4,0,1.95,partly-cloudy-day,1357300800
1357304400,0.8,-0.33,276,0,5.63,Mostly Cloudy,,,0.84,-2.71,1022.71,0,9.25,0,2.03,partly-cloudy-day,1357304400
1357308000,0.82,-0.31,278,0,4.63,Mostly Cloudy,,,0.85,-2.28,1022.78,0,8.32,0,1.94,partly-cloudy-day,1357308000
1357311600,0.81,0.08,274,0,4.31,Mostly Cloudy,,,0.87,-2.01,1022.43,0,7.48,0,2.01,partly-cloudy-night,1357311600
1357315200,0.8,0.09,283,0,5.08,Mostly Cloudy,,,0.84,-1.85,1022.06,0,8.69,0,2.49,partly-cloudy-night,1357315200
1357318800,0.58,0.45,276,1,5.92,Light Rain,,rain,0.87,-2.43,1021.18,0,8.98,1.016,2.35,rain,1357318800
1357322400,0.82,0.57,271,1,5.16,Mostly Cloudy,,rain,0.88,-2.06,1020.45,0,8.13,0.508,2.36,partly-cloudy-night,1357322400
1357326000,0.86,0.49,269,1,3.71,Mostly Cloudy,,rain,0.91,-1.82,1019.75,0,7.56,0.254,1.84,partly-cloudy-night,1357326000
1357329600,0.85,0.62,263,1,3.68,Light Rain,,rain,0.91,-1.77,1018.72,0,5.58,1.016,1.87,rain,1357329600
1357333200,0.83,0.62,266,1,4.06,Light Rain,,rain,0.93,-2.29,1017.63,0,6.95,1.016,1.65,rain,1357333200
1357336800,1,0.6,263,1,3.97,Rain,,rain,0.94,-2.44,1016.75,0,6.52,3.048,1.48,rain,1357336800
1357340400,0.85,1.15,268,1,2.95,Rain,,rain,0.98,-1.67,1015.87,0,5.29,4.064,1.49,rain,1357340400
1357344000,0.85,1.32,276,1,2.79,Light Rain,,rain,0.99,-1.48,1015.38,0,4.78,1.016,1.52,rain,1357344000
1357347600,0.85,1.73,296,1,3.58,Rain,,rain,0.95,-1.08,1015.44,0,7.95,3.048,2.38,rain,1357347600
1357351200,0.81,1.61,320,1,3.99,Rain,,rain,0.95,-1.4,1015.61,0,8.14,4.064,2.34,rain,1357351200
1357354800,0.85,1.29,329,1,3.69,Light Rain,,rain,0.93,-1.25,1016.16,0,8.13,1.016,2.31,rain,1357354800
1357358400,0.83,1.08,323,1,3.87,Light Rain,,rain,0.94,-1.84,1016.82,0,8.64,1.016,1.92,rain,1357358400
1357362000,0.62,0.8,323,1,4.47,Light Rain,,rain,0.93,-2.33,1017.33,0,9.22,0.762,1.83,rain,1357362000
1357365600,0.62,0.63,317,1,4.12,Rain,,rain,0.93,-2.26,1017.9,0,8.67,2.032,1.71,rain,1357365600
1357369200,0.76,0.29,304,1,3.92,Mostly Cloudy,,rain,0.91,-2.32,1018.24,0,9.33,0.254,1.55,partly-cloudy-day,1357369200
1357372800,0.73,-0.13,294,1,3.84,Mostly Cloudy,,rain,0.88,-2.24,1018.29,0,12.7,0.508,1.58,partly-cloudy-day,1357372800
1357376400,0.74,-0.3,302,1,5.53,Rain,,rain,0.84,-2.57,1018.44,0,10.36,2.032,2.09,rain,1357376400
1357380000,0.53,-0.84,321,1,5.22,Partly Cloudy,,rain,0.83,-2.94,1018.78,1,10.32,0.508,1.68,partly-cloudy-day,1357380000
1357383600,0.77,-1.96,324,0,6.99,Mostly Cloudy,,,0.79,-4.19,1018.79,1,9.9,0,1.34,partly-cloudy-day,1357383600
1357387200,0.75,-2.88,334,0,6.74,Mostly Cloudy,,,0.76,-4.81,1019.68,1,10.07,0,0.78,partly-cloudy-day,1357387200
1357390800,0.53,-3.53,333,0,6.36,Partly Cloudy,,,0.76,-5.33,1020.5,0,10.73,0,0.23,partly-cloudy-day,1357390800
1357394400,0.73,-4.27,331,0,5.62,Mostly Cloudy,,,0.73,-5.29,1021.27,0,11.47,0,-0.02,partly-cloudy-day,1357394400
1357398000,0.77,-4.36,327,0,5.43,Mostly Cloudy,,,0.76,-5.9,1021.9,0,10.85,0,-0.59,partly-cloudy-night,1357398000
1357401600,0.78,-4.77,323,0,5.48,Mostly Cloudy,,,0.75,-6.32,1022.58,0,10.41,0,-0.91,partly-cloudy-night,1357401600
1357405200,0.79,-4.82,324,0,5.46,Mostly Cloudy,,,0.76,-6.53,1023.17,0,9.78,0,-1.08,partly-cloudy-night,1357405200
1357408800,0.82,-4.64,325,0,4.77,Mostly Cloudy,,,0.77,-6.16,1023.82,0,9.51,0,-1.11,partly-cloudy-night,1357408800
1357412400,0.81,-4.84,328,0,4.19,Mostly Cloudy,,,0.76,-5.92,1024.43,0,10.01,0,-1.22,partly-cloudy-night,1357412400
1357416000,0.81,-5.2,324,0,4.2,Mostly Cloudy,,,0.76,-6.31,1024.75,0,10.62,0,-1.53,partly-cloudy-night,1357416000
1357419600,0.81,-5,312,0,3.79,Mostly Cloudy,,,0.78,-6.27,1024.93,0,10.43,0,-1.75,partly-cloudy-night,1357419600
1357423200,0.81,-5.44,309,0,3.39,Mostly Cloudy,,,0.76,-5.94,1024.88,0,11.06,0,-1.74,partly-cloudy-night,1357423200
1357426800,0.81,-5.62,309,0,3.53,Mostly Cloudy,,,0.76,-6.32,1024.87,0,11.25,0,-1.96,partly-cloudy-night,1357426800
1357430400,0.81,-5.81,300,0,3.16,Mostly Cloudy,,,0.75,-6.02,1024.62,0,11.38,0,-1.98,partly-cloudy-night,1357430400
1357434000,0.8,-5.99,307,0,3.71,Mostly Cloudy,,,0.75,-6.71,1024.69,0,11.78,0,-2.16,partly-cloudy-night,1357434000
1357437600,0.8,-6.11,303,0,4.13,Mostly Cloudy,,,0.77,-7.69,1024.8,0,11.78,0,-2.7,partly-cloudy-night,1357437600
1357441200,0.78,-6.71,305,0,3.88,Mostly Cloudy,,,0.74,-7.64,1024.66,0,11.84,0,-2.81,partly-cloudy-night,1357441200
1357444800,0.77,-6.72,298,0,3.21,Mostly Cloudy,,,0.76,-7.41,1024.47,0,11.89,0,-3.08,partly-cloudy-night,1357444800
1357448400,0.76,-6.37,285,0,2.49,Mostly Cloudy,,,0.8,-7.11,1024.34,0,12.09,0,-3.46,partly-cloudy-night,1357448400
1357452000,0.57,-6.57,278,0,2.31,Partly Cloudy,,,0.8,-7.02,1024.19,0,12.01,0,-3.57,partly-cloudy-night,1357452000
1357455600,0.55,-6.04,281,0,1.75,Partly Cloudy,,,0.84,-6.37,1023.73,0,12.7,0,-3.67,partly-cloudy-day,1357455600
1357459200,0.58,-5.61,282,0,2.21,Partly Cloudy,,,0.82,-6.18,1022.99,0,12.97,0,-2.97,partly-cloudy-day,1357459200
1357462800,0.6,-5.29,271,0,2.81,Mostly Cloudy,,,0.82,-6.45,1022.63,1,12.92,0,-2.61,partly-cloudy-day,1357462800
1357466400,0.77,-4.83,268,1,3.46,Light Snow,0.249,snow,0.81,-6.25,1021.76,1,11.97,0.254,-1.94,snow,1357466400
1357470000,0.81,-4.42,268,1,3.95,Snow,1.039,snow,0.85,-7.09,1020.54,1,8.16,1.016,-2.32,snow,1357470000
1357473600,0.83,-4.08,264,1,3.3,Snow,0.511,snow,0.87,-6.38,1019.45,1,5.68,0.508,-2.17,snow,1357473600
1357477200,0.87,-3.38,273,0,3.23,Mostly Cloudy,,,0.91,-6.33,1018.77,0,3.54,0,-2.18,partly-cloudy-day,1357477200
1357480800,0.86,-3.13,280,1,2.29,Snow,0.521,snow,0.94,-5.53,1017.98,0,2.8,0.508,-2.32,snow,1357480800
1357484400,0.86,-3.03,303,1,2.66,Snow,0.785,snow,0.95,-6.02,1017.62,0,2.38,0.762,-2.38,snow,1357484400
1357488000,0.87,-4.17,312,1,2.12,Snow,0.787,snow,0.88,-5.42,1017.51,0,2.17,0.762,-2.4,snow,1357488000
1357491600,0.87,-2.8,328,1,2.27,Snow,1.049,snow,0.97,-5.59,1017.65,0,2.61,1.016,-2.4,snow,1357491600
1357495200,0.87,-3.14,332,1,1.92,Heavy Snow,3.277,snow,0.97,-5.56,1017.92,0,2.3,3.048,-2.77,snow,1357495200
1357498800,0.85,-3.37,335,1,2.28,Heavy Snow,2.207,snow,0.96,-6.15,1018.6,0,4.59,2.032,-2.86,snow,1357498800
1357502400,0.85,-3.86,345,1,2.4,Snow,1.161,snow,0.96,-6.85,1019.15,0,6.73,1.016,-3.33,snow,1357502400
1357506000,0.79,-4.21,343,1,2.75,Snow,1.133,snow,0.92,-6.98,1019.98,0,6.45,1.016,-3.11,snow,1357506000
1357509600,0.8,-4.56,359,1,3.45,Snow,0.577,snow,0.91,-7.85,1020.76,0,6.45,0.508,-3.27,snow,1357509600
1357513200,0.8,-5.04,358,0,3.04,Mostly Cloudy,,,0.89,-7.72,1021.26,0,7.16,0,-3.48,partly-cloudy-night,1357513200
1357516800,0.75,-6.24,7,0,4.26,Mostly Cloudy,,,0.86,-9.79,1022.12,0,9.35,0,-4.32,partly-cloudy-night,1357516800
1357520400,0.51,-7.42,4,0,4.31,Partly Cloudy,,,0.84,-10.87,1022.94,0,9.95,0,-5.16,partly-cloudy-night,1357520400
1357524000,0.71,-7.62,1,0,3.57,Mostly Cloudy,,,0.82,-10.09,1023.58,0,10.17,0,-5.03,partly-cloudy-night,1357524000
1357527600,0.77,-7.97,355,0,3.06,Mostly Cloudy,,,0.83,-10.24,1024.22,0,10.27,0,-5.56,partly-cloudy-night,1357527600
1357531200,0.77,-7.81,356,0,3.37,Mostly Cloudy,,,0.83,-10.42,1024.76,0,10.67,0,-5.45,partly-cloudy-night,1357531200
1357534800,0.78,-8.94,349,0,3.19,Mostly Cloudy,,,0.78,-10.55,1025.72,0,11.3,0,-5.71,partly-cloudy-night,1357534800
1357538400,0.72,-9.06,354,0,2.8,Mostly Cloudy,,,0.78,-10.37,1026.45,0,11.09,0,-5.89,partly-cloudy-night,1357538400
1357542000,0.72,-9.26,354,0,2.69,Mostly Cloudy,,,0.78,-10.44,1027.08,0,11.2,0,-6.07,partly-cloudy-day,1357542000
1357545600,0.69,-8.84,0,0,2.75,Mostly Cloudy,,,0.8,-10.29,1027.73,0,11.35,0,-5.88,partly-cloudy-day,1357545600
1357549200,0.71,-9.65,7,0,3.35,Mostly Cloudy,,,0.73,-10.61,1028.51,0,10.88,0,-5.62,partly-cloudy-day,1357549200
1357552800,0.7,-9.91,8,0,2.57,Mostly Cloudy,,,0.7,-9.28,1028.79,1,12.73,0,-5.22,partly-cloudy-day,1357552800
1357556400,0.71,-9.36,355,0,2.33,Mostly Cloudy,,,0.71,-8.63,1028.92,1,11.78,0,-4.92,partly-cloudy-day,1357556400
1357560000,0.7,-9.39,353,0,2.36,Mostly Cloudy,,,0.71,-8.69,1028.94,1,13.6,0,-4.93,partly-cloudy-day,1357560000
1357563600,0.69,-9.69,349,0,2.57,Mostly Cloudy,,,0.71,-9.43,1029.13,0,11.94,0,-5.34,partly-cloudy-day,1357563600
1357567200,0.7,-9.68,357,0,2.51,Mostly Cloudy,,,0.73,-9.67,1029.47,0,12.2,0,-5.6,partly-cloudy-day,1357567200
1357570800,0.71,-9.38,3,0,1.68,Mostly Cloudy,,,0.76,-8.78,1029.81,0,12.65,0,-5.87,partly-cloudy-night,1357570800
1357574400,0.73,-9.73,348,0,1.96,Mostly Cloudy,,,0.76,-9.72,1030.01,0,14.48,0,-6.28,partly-cloudy-night,1357574400
1357578000,0.72,-9.87,341,0,2.03,Mostly Cloudy,,,0.79,-10.43,1030.47,0,11.83,0,-6.81,partly-cloudy-night,1357578000
1357581600,0.68,-9.94,336,0,2,Mostly Cloudy,,,0.79,-10.57,1030.86,0,12.15,0,-6.97,partly-cloudy-night,1357581600
1357585200,0.7,-10.08,342,0,1.66,Mostly Cloudy,,,0.78,-9.98,1031.18,0,11.99,0,-6.94,partly-cloudy-night,1357585200
1357588800,0.69,-9.87,346,0,1.52,Mostly Cloudy,,,0.8,-9.74,1030.98,0,11.39,0,-6.96,partly-cloudy-night,1357588800
1357592400,0.8,-9.83,336,0,2.19,Mostly Cloudy,,,0.81,-10.96,1030.96,0,10.36,0,-7.06,partly-cloudy-night,1357592400
1357596000,0.8,-10.06,351,0,1.45,Mostly Cloudy,,,0.78,-9.6,1031.03,0,10.54,0,-6.96,partly-cloudy-night,1357596000
1357599600,0.74,-11.04,344,0,1.48,Mostly Cloudy,,,0.74,-9.89,1030.69,0,10.93,0,-7.18,partly-cloudy-night,1357599600
1357603200,0.74,-10.54,330,0,1.29,Mostly Cloudy,,,0.78,-7.46,1030.49,0,11.14,0,-7.46,partly-cloudy-night,1357603200
1357606800,0.71,-10.69,312,0,0.88,Mostly Cloudy,,,0.81,-8.01,1030.25,0,11.36,0,-8.01,partly-cloudy-night,1357606800
1357610400,0.66,-11.17,345,0,1.28,Mostly Cloudy,,,0.84,-9.01,1030.21,0,11.43,0,-9.01,partly-cloudy-night,1357610400
1357614000,0.58,-11.47,336,0,1.36,Partly Cloudy,,,0.86,-12.41,1030.06,0,11.41,0,-9.61,partly-cloudy-night,1357614000
1357617600,0.36,-12.12,0,0,1.71,Partly Cloudy,,,0.86,-13.87,1029.81,0,10.15,0,-10.25,partly-cloudy-night,1357617600
1357621200,0.2,-13.28,6,0,1.43,Clear,,,0.85,-14.44,1029.53,0,10.06,0,-11.25,clear-night,1357621200
1357624800,0.2,-13.3,345,0,1.1,Clear,,,0.86,-11.42,1029.32,0,10.67,0,-11.42,clear-night,1357624800
1357628400,0.25,-12.68,328,0,0.8,Partly Cloudy,,,0.86,-10.86,1029.32,0,10.57,0,-10.86,partly-cloudy-day,1357628400
1357632000,0.35,-11.91,26,0,0.61,Partly Cloudy,,,0.81,-9.23,1028.79,0,10.35,0,-9.23,partly-cloudy-day,1357632000
1357635600,0.41,-10.69,332,0,0.34,Partly Cloudy,,,0.78,-7.59,1028.56,1,10.43,0,-7.59,partly-cloudy-day,1357635600
1357639200,0.37,-10.49,293,0,0.46,Partly Cloudy,,,0.76,-6.99,1027.86,1,10.62,0,-6.99,partly-cloudy-day,1357639200
1357642800,0.41,-10.05,324,0,0.27,Partly Cloudy,,,0.73,-6.08,1026.5,1,10.2,0,-6.08,partly-cloudy-day,1357642800
1357646400,0.41,-9.88,339,0,0.59,Partly Cloudy,,,0.7,-5.31,1025.66,1,9.98,0,-5.31,partly-cloudy-day,1357646400
1357650000,0.43,-9.31,337,1,0.38,Snow,1.044,snow,0.73,-5.17,1025.12,0,9.7,0.762,-5.17,snow,1357650000
1357653600,0.45,-9.07,341,1,0.59,Snow,1.062,snow,0.75,-5.34,1024.78,0,9.24,0.762,-5.34,snow,1357653600
1357657200,0.76,-8.77,270,1,0.71,Snow,0.714,snow,0.77,-5.45,1024.38,0,8.1,0.508,-5.45,snow,1357657200
1357660800,0.79,-8.52,290,1,0.97,Light Snow,0.358,snow,0.79,-5.46,1023.96,0,6.21,0.254,-5.46,snow,1357660800
1357664400,0.79,-7.84,273,1,0.71,Light Snow,0.351,snow,0.82,-5.26,1023.73,0,5.18,0.254,-5.26,snow,1357664400
1357668000,0.8,-7.58,282,0,2.12,Mostly Cloudy,,,0.83,-8.57,1022.97,0,5.29,0,-5.09,partly-cloudy-night,1357668000
1357671600,0.75,-7.09,286,0,2.58,Mostly Cloudy,,,0.87,-9.44,,0,4.51,0,-5.34,partly-cloudy-night,1357671600
