,cloudCover,dewPoint,windBearing,precipProbability,windSpeed,summary,precipAccumulation,precipType,humidity,apparentTemperature,pressure,uvIndex,visibility,precipIntensity,temperature,icon,time
1382050800,0.65,5,267,0,2.05,Mostly Cloudy,,,0.95,4.27,1011.36,0,8.37,0,5.81,partly-cloudy-night,1382050800
1382054400,0.73,5.04,254,0,2.9,Mostly Cloudy,,,0.95,3.54,1010.73,0,8.34,0,5.8,partly-cloudy-night,1382054400
1382058000,0.79,5.49,256,1,2.27,Mostly Cloudy,,rain,0.96,4.34,1010.57,0,7.95,0.254,6.05,partly-cloudy-night,1382058000
1382061600,0.83,5.68,245,1,2.9,Light Rain,,rain,0.92,4.76,1009.83,0,9.66,0.762,6.82,rain,1382061600
1382065200,0.8,5.6,254,0,4.71,Mostly Cloudy,,,0.89,4.28,1009.66,0,10.61,0,7.25,partly-cloudy-night,1382065200
1382068800,0.82,5.17,259,0,5.26,Mostly Cloudy,,,0.89,3.61,1009.75,0,10.28,0,6.91,partly-cloudy-night,1382068800
1382072400,0.79,5.32,255,0,5.66,Mostly Cloudy,,,0.92,2.91,1010.4,0,10.65,0,6.48,partly-cloudy-night,1382072400
1382076000,0.89,5.43,258,0,6.23,Mostly Cloudy,,,0.92,2.88,1011.16,0,9.48,0,6.63,partly-cloudy-day,1382076000
1382079600,0.83,5.77,268,0,5.89,Mostly Cloudy,,,0.92,3.48,1011.81,0,9.67,0,7.01,partly-cloudy-day,1382079600
1382083200,0.97,6.34,276,0,5.8,Overcast,,,0.93,4.07,1012.43,1,8.92,0,7.44,cloudy,1382083200
1382086800,0.85,6.5,275,0,5.67,Mostly Cloudy,,,0.91,4.59,1013.07,1,9.25,0,7.82,partly-cloudy-day,1382086800
1382090400,0.8,6.07,278,1,6.16,Mostly Cloudy,,rain,0.85,5.18,1013.64,1,9.38,0.508,8.42,partly-cloudy-day,1382090400
1382094000,0.78,6.04,280,1,5.91,Rain,,rain,0.83,5.79,1013.92,1,9.91,2.032,8.83,rain,1382094000
1382097600,0.73,5.54,283,1,5.71,Rain,,rain,0.83,5.09,1014.4,1,10.75,2.032,8.23,rain,1382097600
1382101200,0.76,5.56,290,1,5.81,Light Rain,,rain,0.81,5.62,1014.81,1,10.14,1.016,8.67,rain,1382101200
1382104800,0.77,5.13,290,0,5.81,Mostly Cloudy,,,0.81,5.13,1015.43,0,9.85,0,8.28,partly-cloudy-day,1382104800
1382108400,0.75,4.61,295,0,5.75,Mostly Cloudy,,,0.81,4.41,1016.07,0,10.78,0,7.69,partly-cloudy-day,1382108400
1382112000,0.75,4.52,298,0,4.85,Mostly Cloudy,,,0.82,4.32,1016.96,0,9.75,0,7.33,partly-cloudy-night,1382112000
1382115600,0.74,3.78,299,1,4.64,Rain,,rain,0.82,3.6,1018.19,0,9.77,3.048,6.68,rain,1382115600
1382119200,0.49,3.5,299,1,3.36,Light Rain,,rain,0.87,2.78,1019.13,0,10.11,1.016,5.44,rain,1382119200
1382122800,0.48,2.34,308,0,3.96,Partly Cloudy,,,0.82,2.12,1020.05,0,12.89,0,5.19,partly-cloudy-night,1382122800
1382126400,0.41,2.63,302,0,3.4,Partly Cloudy,,,0.85,2.12,1021.04,0,12.39,0,4.91,partly-cloudy-night,1382126400
1382130000,0.61,2.41,314,0,3.03,Mostly Cloudy,,,0.84,2.38,1021.58,0,12.81,0,4.92,partly-cloudy-night,1382130000
1382133600,0.44,2.12,328,0,2.38,Partly Cloudy,,,0.87,1.89,1022.04,0,12.7,0,4.06,partly-cloudy-night,1382133600
1382137200,0.46,1.5,258,0,0.48,Partly Cloudy,,,0.9,3.03,1022.7,0,12.38,0,3.03,partly-cloudy-night,1382137200
1382140800,0.43,1.02,326,0,1.84,Partly Cloudy,,,0.91,0.41,1023.22,0,8.96,0,2.29,partly-cloudy-night,1382140800
1382144400,0.58,0.38,327,0,1.32,Partly Cloudy,,,0.95,1.06,1023.89,0,8.69,0,1.06,partly-cloudy-night,1382144400
1382148000,0.42,0.13,30,0,1.47,Partly Cloudy,,,0.96,-0.9,1024.5,0,8.16,0,0.71,partly-cloudy-night,1382148000
1382151600,0.38,-0.04,33,0,0.58,Partly Cloudy,,,0.97,0.43,1024.98,0,8.34,0,0.43,partly-cloudy-night,1382151600
1382155200,0.37,-0.43,69,0,0.17,Partly Cloudy,,,0.98,-0.12,1025.32,0,7.93,0,-0.12,partly-cloudy-night,1382155200
1382158800,0.19,-0.78,134,0,0.22,Clear,,,0.98,-0.53,1025.73,0,4.35,0,-0.53,clear-night,1382158800
1382162400,0.2,0.23,118,0,0.59,Clear,,,0.98,0.57,1026.17,0,5.18,0,0.57,clear-day,1382162400
1382166000,0.55,1.81,314,0,0.44,Partly Cloudy,,,0.97,2.29,1026.36,1,7.35,0,2.29,partly-cloudy-day,1382166000
1382169600,0.44,2.54,110,0,1.2,Partly Cloudy,,,0.88,4.32,1026.21,1,9.53,0,4.32,partly-cloudy-day,1382169600
1382173200,0.38,2.73,94,0,1.42,Partly Cloudy,,,0.81,4.86,1026.09,1,11.39,0,5.71,partly-cloudy-day,1382173200
1382176800,0.36,2.19,101,0,1.97,Partly Cloudy,,,0.71,5.85,1025.34,2,11.84,0,7.11,partly-cloudy-day,1382176800
1382180400,0.38,1.53,141,0,1.87,Partly Cloudy,,,0.62,7.32,1024.43,1,12.55,0,8.3,partly-cloudy-day,1382180400
1382184000,0.33,1.35,140,0,1.31,Partly Cloudy,,,0.58,9.26,1023.75,1,15.84,0,9.26,partly-cloudy-day,1382184000
1382187600,0.31,1.35,151,0,1.53,Partly Cloudy,,,0.55,9.44,1022.93,1,15.88,0,9.85,partly-cloudy-day,1382187600
1382191200,0.31,2.28,119,0,1.5,Partly Cloudy,,,0.56,10.72,1022.38,1,15.84,0,10.72,partly-cloudy-day,1382191200
1382194800,0.33,1.34,166,0,1.4,Partly Cloudy,,,0.63,7.38,1021.89,0,15.84,0,7.91,partly-cloudy-day,1382194800
1382198400,0.41,1.81,181,0,0.43,Partly Cloudy,,,0.71,6.76,1021.69,0,14.77,0,6.76,partly-cloudy-night,1382198400
1382202000,0.4,1.52,203,0,0.82,Partly Cloudy,,,0.73,6.02,1021.82,0,12.41,0,6.02,partly-cloudy-night,1382202000
1382205600,0.37,1.89,200,0,2.11,Partly Cloudy,,,0.76,4.27,1021.51,0,11.7,0,5.86,partly-cloudy-night,1382205600
1382209200,0.33,1.57,208,0,2.24,Partly Cloudy,,,0.79,3.07,1021.37,0,11.28,0,4.96,partly-cloudy-night,1382209200
1382212800,0.19,1.71,204,0,1.77,Clear,,,0.82,3.07,1021.39,0,9.98,0,4.52,clear-night,1382212800
1382216400,0.22,1.79,193,0,1.9,Clear,,,0.82,3.03,1021.08,0,9.24,0,4.62,clear-night,1382216400
1382220000,0.13,1.39,199,0,2.5,Clear,,,0.81,2.07,1020.82,0,7.85,0,4.3,clear-night,1382220000
1382223600,0.11,1.85,183,0,1.9,Clear,,,0.84,2.68,1020.54,0,7.92,0,4.32,clear-night,1382223600
1382227200,0.14,1.26,216,0,2.32,Clear,,,0.81,2.12,1020.3,0,8.55,0,4.19,clear-night,1382227200
1382230800,0.13,2.09,217,0,1.94,Clear,,,0.85,2.67,1020.06,0,9.3,0,4.34,clear-night,1382230800
1382234400,0.2,1.66,222,0,2.23,Clear,,,0.84,2.06,1019.97,0,9.98,0,4.08,clear-night,1382234400
1382238000,0.26,1.95,227,0,2.25,Partly Cloudy,,,0.85,2.18,1019.88,0,9.74,0,4.19,partly-cloudy-night,1382238000
1382241600,0.24,1.84,222,0,1.87,Clear,,,0.83,2.91,1019.79,0,9.17,0,4.49,clear-night,1382241600
1382245200,0.29,1.96,220,0,1.7,Partly Cloudy,,,0.84,3.14,1019.46,0,9.14,0,4.51,partly-cloudy-night,1382245200
1382248800,0.33,3.22,217,0,2.14,Partly Cloudy,,,0.82,4.44,1019.75,0,12.04,0,6.03,partly-cloudy-day,1382248800
1382252400,0.25,4.96,219,0,2.4,Partly Cloudy,,,0.76,7.77,1019.68,1,12.81,0,9.05,partly-cloudy-day,1382252400
1382256000,0.58,5.76,214,0,2.78,Partly Cloudy,,,0.68,11.51,1019.39,1,13.71,0,11.51,partly-cloudy-day,1382256000
1382259600,0.58,6.51,236,0,3.33,Partly Cloudy,,,0.63,13.39,1019.28,1,15.72,0,13.39,partly-cloudy-day,1382259600
1382263200,0.6,6.6,225,0,3.54,Mostly Cloudy,,,0.55,15.52,1018.67,1,16.09,0,15.52,partly-cloudy-day,1382263200
1382266800,0.43,7.34,232,0,3.4,Partly Cloudy,,,0.56,16.19,1018.56,1,16.09,0,16.19,partly-cloudy-day,1382266800
1382270400,0.45,7.79,226,0,3.42,Partly Cloudy,,,0.57,16.2,1017.81,1,16.09,0,16.2,partly-cloudy-day,1382270400
1382274000,0.48,8.76,223,0,3.22,Partly Cloudy,,,0.55,17.84,1017.31,1,16.09,0,17.84,partly-cloudy-day,1382274000
1382277600,0.47,7.93,225,0,3.12,Partly Cloudy,,,0.58,16.31,1017.18,0,15.58,0,16.31,partly-cloudy-day,1382277600
1382281200,0.53,7.68,223,0,2.77,Partly Cloudy,,,0.64,14.37,1017.41,0,15.58,0,14.37,partly-cloudy-day,1382281200
1382284800,0.68,8.22,211,0,1.97,Mostly Cloudy,,,0.75,12.55,1018.14,0,15.69,0,12.55,partly-cloudy-night,1382284800
1382288400,0.66,8.08,196,0,1.78,Mostly Cloudy,,,0.77,11.94,1018.44,0,12.42,0,11.94,partly-cloudy-night,1382288400
1382292000,0.74,7.69,206,0,2.3,Mostly Cloudy,,,0.79,11.27,1018.32,0,12.18,0,11.27,partly-cloudy-night,1382292000
1382295600,0.3,8.08,204,0,1.76,Partly Cloudy,,,0.84,10.62,1018.18,0,10.85,0,10.62,partly-cloudy-night,1382295600
1382299200,0.36,7.28,210,0,1.94,Partly Cloudy,,,0.84,9.04,1018.75,0,10.67,0,9.83,partly-cloudy-night,1382299200
1382302800,0.26,6.77,216,0,1.8,Partly Cloudy,,,0.83,8.84,1019.05,0,10.2,0,9.54,partly-cloudy-night,1382302800
1382306400,0.68,6.88,219,0,1.61,Mostly Cloudy,,,0.84,8.99,1019.03,0,10.11,0,9.52,partly-cloudy-night,1382306400
1382310000,0.62,6.87,240,0,1.36,Mostly Cloudy,,,0.84,9.24,1018.65,0,9.96,0,9.5,partly-cloudy-night,1382310000
1382313600,0.75,7.06,245,0,1.28,Mostly Cloudy,,,0.86,9.32,1018.44,0,10.09,0,9.32,partly-cloudy-night,1382313600
1382317200,0.4,7.04,269,0,0.77,Partly Cloudy,,,0.88,8.87,1017.99,0,10.14,0,8.87,partly-cloudy-night,1382317200
1382320800,0.39,7.17,233,0,0.76,Partly Cloudy,,,0.9,8.77,1017.71,0,10.07,0,8.77,partly-cloudy-night,1382320800
1382324400,0.4,6.89,242,0,1.25,Partly Cloudy,,,0.88,8.81,1017.61,0,10.06,0,8.81,partly-cloudy-night,1382324400
1382328000,0.39,7.23,255,0,1.93,Partly Cloudy,,,0.9,7.81,1017.79,0,9.45,0,8.76,partly-cloudy-night,1382328000
1382331600,0.38,7.04,270,0,1.91,Partly Cloudy,,,0.93,6.98,1017.74,0,7.95,0,8.03,partly-cloudy-night,1382331600
1382335200,0.45,7.7,260,0,2.05,Partly Cloudy,,,0.93,7.65,1018.21,0,8.45,0,8.72,partly-cloudy-day,1382335200
1382338800,0.32,8.89,259,0,3.05,Partly Cloudy,,,0.84,11.42,1018.14,1,9.96,0,11.42,partly-cloudy-day,1382338800
1382342400,0.43,9.06,250,0,4.67,Partly Cloudy,,,0.73,13.81,1017.78,1,14.84,0,13.81,partly-cloudy-day,1382342400
1382346000,0.49,9.72,255,0,5.53,Partly Cloudy,,,0.71,14.99,1017.66,1,15.35,0,14.99,partly-cloudy-day,1382346000
1382349600,0.74,9.96,262,0,6.12,Mostly Cloudy,,,0.69,15.67,1017.63,1,12.91,0,15.67,partly-cloudy-day,1382349600
1382353200,0.74,9.73,260,0,7,Breezy and Mostly Cloudy,,,0.65,16.25,1017.58,1,13.1,0,16.25,wind,1382353200
1382356800,0.74,9.72,264,0,6.8,Breezy and Mostly Cloudy,,,0.64,16.58,1017.35,1,13.1,0,16.58,wind,1382356800
1382360400,0.74,9.63,260,0,5.73,Mostly Cloudy,,,0.64,16.4,1017.38,1,13.05,0,16.4,partly-cloudy-day,1382360400
1382364000,0.75,9.67,257,0,5.28,Mostly Cloudy,,,0.68,15.58,1017.59,0,13.31,0,15.58,partly-cloudy-day,1382364000
1382367600,0.75,9.14,258,0,4.01,Mostly Cloudy,,,0.71,14.33,1018.02,0,13.21,0,14.33,partly-cloudy-day,1382367600
1382371200,0.69,8.97,255,0,3.15,Mostly Cloudy,,,0.78,12.62,1018.39,0,14.6,0,12.62,partly-cloudy-night,1382371200
1382374800,0.46,8.56,257,0,2.88,Partly Cloudy,,,0.82,11.48,1018.98,0,14.5,0,11.48,partly-cloudy-night,1382374800
1382378400,0.65,8.47,256,0,2.49,Mostly Cloudy,,,0.83,11.19,1019.38,0,12.34,0,11.19,partly-cloudy-night,1382378400
1382382000,0.53,9.23,252,0,1.95,Partly Cloudy,,,0.84,11.88,1019.77,0,11.01,0,11.88,partly-cloudy-night,1382382000
1382385600,0.53,7.56,267,0,1.3,Partly Cloudy,,,0.86,9.79,1020.06,0,11.56,0,9.79,partly-cloudy-night,1382385600
1382389200,0.28,7.92,280,0,0.55,Partly Cloudy,,,0.9,9.51,1020.44,0,9.35,0,9.51,partly-cloudy-night,1382389200
1382392800,0.28,7.72,282,0,0.8,Partly Cloudy,,,0.9,9.32,1020.6,0,8.53,0,9.32,partly-cloudy-night,1382392800
1382396400,0.4,7.71,274,0,0.69,Partly Cloudy,,,0.92,8.91,1020.63,0,7.76,0,8.91,partly-cloudy-night,1382396400
1382400000,0.37,7.01,286,0,1.03,Partly Cloudy,,,0.9,8.53,1020.5,0,7.21,0,8.53,partly-cloudy-night,1382400000
1382403600,0.33,7.46,259,0,0.47,Partly Cloudy,,,0.94,8.43,1020.27,0,6.86,0,8.43,partly-cloudy-night,1382403600
1382407200,0.33,6.74,145,0,0.15,Partly Cloudy,,,0.94,7.72,1020.36,0,6.68,0,7.72,partly-cloudy-night,1382407200
1382410800,0.29,6.59,160,0,0.46,Partly Cloudy,,,0.94,7.53,1020.57,0,6.13,0,7.53,partly-cloudy-night,1382410800
1382414400,0.19,6.68,195,0,0.22,Clear,,,0.95,7.48,1020.76,0,6.49,0,7.48,clear-night,1382414400
1382418000,0.16,6.28,212,0,0.35,Clear,,,0.95,7.03,1020.98,0,6.41,0,7.03,clear-night,1382418000
1382421600,0.35,6.37,290,0,0.59,Partly Cloudy,,,0.94,7.33,1021.2,0,7.6,0,7.33,partly-cloudy-day,1382421600
1382425200,0.34,8.23,189,0,0.25,Partly Cloudy,,,0.88,10.08,1021.02,1,7.81,0,10.08,partly-cloudy-day,1382425200
1382428800,0.28,9.3,212,0,0.73,Partly Cloudy,,,0.79,12.78,1020.5,1,9.78,0,12.78,partly-cloudy-day,1382428800
1382432400,0.4,9.96,233,0,0.55,Partly Cloudy,,,0.71,15.26,1020.18,1,11.3,0,15.26,partly-cloudy-day,1382432400
1382436000,0.44,10.43,98,0,0.48,Partly Cloudy,,,0.67,16.64,1019.68,1,14.32,0,16.64,partly-cloudy-day,1382436000
1382439600,0.45,10.64,140,0,0.86,Partly Cloudy,,,0.64,17.58,1019.13,1,15.61,0,17.58,partly-cloudy-day,1382439600
1382443200,0.45,10.08,125,0,0.8,Partly Cloudy,,,0.59,18.21,1018.56,1,15.5,0,18.21,partly-cloudy-day,1382443200
1382446800,0.43,9.98,128,0,1.02,Partly Cloudy,,,0.58,18.44,1018.21,1,15.4,0,18.44,partly-cloudy-day,1382446800
1382450400,0.38,10.33,144,0,0.99,Partly Cloudy,,,0.62,17.62,1018.05,0,15.14,0,17.62,partly-cloudy-day,1382450400
1382454000,0.31,9.98,134,0,1.86,Partly Cloudy,,,0.67,16.03,1018.07,0,15.29,0,16.03,partly-cloudy-day,1382454000
1382457600,0.31,9.83,147,0,1.22,Partly Cloudy,,,0.79,13.42,1018.38,0,13.37,0,13.42,partly-cloudy-night,1382457600
1382461200,0.37,9.51,138,0,0.8,Partly Cloudy,,,0.84,12.07,1018.5,0,10.01,0,12.07,partly-cloudy-night,1382461200
1382464800,0.36,9.47,175,0,1.71,Partly Cloudy,,,0.88,11.37,1018.64,0,9.46,0,11.37,partly-cloudy-night,1382464800
1382468400,0.31,10.13,124,0,1.26,Partly Cloudy,,,0.9,11.66,1019.03,0,9.22,0,11.66,partly-cloudy-night,1382468400
1382472000,0.37,8.31,158,0,1.34,Partly Cloudy,,,0.89,9.79,1018.93,0,10.44,0,9.97,partly-cloudy-night,1382472000
1382475600,0.08,8.19,158,0,1.9,Clear,,,0.88,10.04,1018.84,0,8.69,0,10.04,clear-night,1382475600
1382479200,0.13,7.88,161,0,1.78,Clear,,,0.92,8.39,1018.78,0,7.03,0,9.15,clear-night,1382479200
1382482800,0.13,7.5,164,0,2.03,Clear,,,0.91,7.79,1018.83,0,6.65,0,8.81,clear-night,1382482800
1382486400,0.15,7.49,155,0,2.33,Clear,,,0.92,7.48,1018.64,0,5.73,0,8.77,clear-night,1382486400
1382490000,0.13,7.06,152,0,2.31,Clear,,,0.91,7.09,1018.53,0,6.55,0,8.42,clear-night,1382490000
1382493600,0.13,7.08,152,0,2.25,Clear,,,0.91,7.22,1018.03,0,6.58,0,8.49,clear-night,1382493600
1382497200,0.15,7.11,137,0,2.24,Clear,,,0.91,7.29,1017.59,0,6.2,0,8.54,clear-night,1382497200
1382500800,0.18,7.64,134,0,1.69,Clear,,,0.94,7.86,1016.8,0,6.79,0,8.6,clear-night,1382500800
1382504400,0.14,7.19,124,0,1.57,Clear,,,0.94,7.46,1016.42,0,5.94,0,8.14,clear-night,1382504400
1382508000,0.25,8.43,152,0,2.11,Partly Cloudy,,,0.94,8.35,1016.32,0,7.63,0,9.36,partly-cloudy-day,1382508000
1382511600,0.25,9.86,155,0,2.91,Partly Cloudy,,,0.87,11.96,1015.77,1,9.08,0,11.96,partly-cloudy-day,1382511600
1382515200,0.5,10.97,165,0,2.79,Partly Cloudy,,,0.82,13.93,1014.93,1,10.64,0,13.93,partly-cloudy-day,1382515200
1382518800,0.47,11.14,164,0,3.07,Partly Cloudy,,,0.73,16,1014.26,1,11.02,0,16,partly-cloudy-day,1382518800
1382522400,0.41,11.66,163,0,3.06,Partly Cloudy,,,0.68,17.61,1013.48,1,11.44,0,17.61,partly-cloudy-day,1382522400
1382526000,0.48,11.11,172,0,2.49,Partly Cloudy,,,0.6,19.02,1012.57,1,14.56,0,19.02,partly-cloudy-day,1382526000
1382529600,0.42,10.91,195,0,3.17,Partly Cloudy,,,0.58,19.47,1012.2,1,15.29,0,19.47,partly-cloudy-day,1382529600
1382533200,0.42,11.83,216,0,3.41,Partly Cloudy,,,0.57,20.74,1012.07,1,15.03,0,20.74,partly-cloudy-day,1382533200
1382536800,0.45,10.98,205,0,3.55,Partly Cloudy,,,0.6,19.06,1012.08,0,14.65,0,19.06,partly-cloudy-day,1382536800
1382540400,0.37,10.89,211,0,3.56,Partly Cloudy,,,0.67,16.96,1012.59,0,14.61,0,16.96,partly-cloudy-day,1382540400
1382544000,0.35,10.64,213,0,4.53,Partly Cloudy,,,0.69,16.32,1013.55,0,13.76,0,16.32,partly-cloudy-night,1382544000
1382547600,0.36,10.23,206,0,3.63,Partly Cloudy,,,0.76,14.49,1013.89,0,13.49,0,14.49,partly-cloudy-night,1382547600
1382551200,0.44,10.17,219,0,3.41,Partly Cloudy,,,0.79,13.81,1014.32,0,13.97,0,13.81,partly-cloudy-night,1382551200
1382554800,0.42,9.69,205,0,2.33,Partly Cloudy,,,0.82,12.63,1014.63,0,13.36,0,12.63,partly-cloudy-night,1382554800
1382558400,0.51,9.6,206,0,2.21,Partly Cloudy,,,0.86,11.81,1014.96,0,10.83,0,11.81,partly-cloudy-night,1382558400
1382562000,0.44,9.16,183,0,1.49,Partly Cloudy,,,0.88,11.04,1015.34,0,10.3,0,11.04,partly-cloudy-night,1382562000
1382565600,0.4,9.17,176,0,1.4,Partly Cloudy,,,0.89,10.94,1015.67,0,9.9,0,10.94,partly-cloudy-night,1382565600
1382569200,0.44,8.67,202,0,1.42,Partly Cloudy,,,0.89,10.34,1015.88,0,10.46,0,10.34,partly-cloudy-night,1382569200
1382572800,0.45,8.43,198,0,1.78,Partly Cloudy,,,0.9,9.32,1016.48,0,9.64,0,9.95,partly-cloudy-night,1382572800
1382576400,0.45,8.24,198,0,2.79,Partly Cloudy,,,0.93,7.84,1016.46,0,10.06,0,9.33,partly-cloudy-night,1382576400
1382580000,0.23,8.87,212,0,1.2,Clear,,,0.92,10.12,1016.63,0,9.08,0,10.12,clear-night,1382580000
1382583600,0.62,8.79,224,0,1.97,Mostly Cloudy,,,0.9,10.41,1016.85,0,9.08,0,10.41,partly-cloudy-night,1382583600
1382587200,0.74,9.16,222,0,1.84,Mostly Cloudy,,,0.93,10.19,1017.19,0,8.55,0,10.19,partly-cloudy-night,1382587200
1382590800,0.8,10.06,242,0,1.26,Mostly Cloudy,,,0.93,11.14,1017.75,0,8.32,0,11.14,partly-cloudy-night,1382590800
1382594400,0.75,10.3,228,1,2.68,Mostly Cloudy,,rain,0.9,11.94,1018.3,0,10.44,0.508,11.94,partly-cloudy-day,1382594400
1382598000,0.75,11.7,251,1,2.97,Light Rain,,rain,0.9,13.26,1019.08,0,9.29,1.016,13.26,rain,1382598000
1382601600,0.74,11.24,246,1,2.61,Rain,,rain,0.87,13.3,1019.88,1,10.59,2.032,13.3,rain,1382601600
1382605200,0.77,11.47,246,1,2.88,Mostly Cloudy,,rain,0.87,13.66,1020.28,1,10.25,0.508,13.66,partly-cloudy-day,1382605200
1382608800,0.89,11.99,227,1,2.37,Mostly Cloudy,,rain,0.87,14.1,1020.53,1,10.14,0.254,14.1,partly-cloudy-day,1382608800
1382612400,0.76,11.46,244,0,3.72,Mostly Cloudy,,,0.82,14.51,1020.31,1,11.8,0,14.51,partly-cloudy-day,1382612400
1382616000,0.77,11.81,242,0,2.73,Mostly Cloudy,,,0.83,14.74,1020.27,1,11.06,0,14.74,partly-cloudy-day,1382616000
1382619600,0.77,12.02,237,0,2.96,Mostly Cloudy,,,0.81,15.32,1020.37,1,10.96,0,15.32,partly-cloudy-day,1382619600
1382623200,0.79,11.5,247,0,2.88,Mostly Cloudy,,,0.82,14.56,1020.46,0,10.81,0,14.56,partly-cloudy-day,1382623200
1382626800,0.79,11.49,243,0,1.7,Mostly Cloudy,,,0.87,13.63,1020.71,0,13.52,0,13.63,partly-cloudy-day,1382626800
1382630400,0.76,10.53,224,0,2.08,Mostly Cloudy,,,0.91,12.03,1021,0,13.12,0,12.03,partly-cloudy-night,1382630400
1382634000,0.39,10.22,234,0,0.92,Partly Cloudy,,,0.91,11.66,1021.51,0,8.47,0,11.66,partly-cloudy-night,1382634000
1382637600,0.38,9.79,225,0,0.98,Partly Cloudy,,,0.93,10.82,1021.86,0,7.1,0,10.82,partly-cloudy-night,1382637600
1382641200,0.36,9.39,237,0,0.96,Partly Cloudy,,,0.95,10.21,1022.16,0,6.84,0,10.21,partly-cloudy-night,1382641200
1382644800,0.33,8.57,219,0,1.1,Partly Cloudy,,,0.95,9.37,1022.49,0,6.45,0,9.37,partly-cloudy-night,1382644800
1382648400,0.22,7.86,249,0,1.94,Clear,,,0.95,7.57,1022.93,0,3.91,0,8.56,clear-night,1382648400
1382652000,0.22,7.18,252,0,0.67,Clear,,,0.95,8.01,1023.25,0,3.83,0,8.01,clear-night,1382652000
1382655600,0.19,7.12,266,0,0.76,Clear,,,0.95,7.91,1023.5,0,3.38,0,7.91,clear-night,1382655600
1382659200,0.18,7.01,244,0,0.59,Clear,,,0.95,7.73,1023.49,0,3.51,0,7.73,clear-night,1382659200
1382662800,0.18,6.54,195,0,0.42,Clear,,,0.95,7.28,1023.12,0,3.62,0,7.28,clear-night,1382662800
1382666400,0.19,6.44,210,0,0.73,Clear,,,0.95,7.17,1023.04,0,3.41,0,7.17,clear-night,1382666400
1382670000,0.18,5.54,144,0,0.48,Clear,,,0.95,6.3,1023.22,0,3.6,0,6.3,clear-night,1382670000
1382673600,0.19,5.57,147,0,0.82,Clear,,,0.96,6.18,1023.23,0,3.3,0,6.18,clear-night,1382673600
1382677200,0.16,5.65,153,0,0.76,Foggy,,,0.97,6.11,1023.49,0,2.53,0,6.11,fog,1382677200
1382680800,0.28,6.11,192,0,1.02,Partly Cloudy,,,0.97,6.56,1024.17,0,4.65,0,6.56,partly-cloudy-day,1382680800
1382684400,0.42,7.3,156,0,0.9,Partly Cloudy,,,0.96,7.9,1024.08,0,4.49,0,7.9,partly-cloudy-day,1382684400
1382688000,0.4,9.17,174,0,1.53,Partly Cloudy,,,0.94,10.04,1023.64,1,5.99,0,10.04,partly-cloudy-day,1382688000
1382691600,0.35,10.61,162,0,1.01,Partly Cloudy,,,0.92,11.91,1023.1,1,8.18,0,11.91,partly-cloudy-day,1382691600
1382695200,0.69,10.94,107,0,1.31,Mostly Cloudy,,,0.82,13.98,1022.44,1,9.96,0,13.98,partly-cloudy-day,1382695200
1382698800,0.86,11.11,101,0,1.07,Mostly Cloudy,,,0.77,15.06,1021.94,1,12.49,0,15.06,partly-cloudy-day,1382698800
1382702400,0.85,11.07,118,0,1.68,Mostly Cloudy,,,0.74,15.6,1021.21,1,14.03,0,15.6,partly-cloudy-day,1382702400
1382706000,0.85,11.28,116,0,0.95,Mostly Cloudy,,,0.73,16.17,1020.56,1,14.44,0,16.17,partly-cloudy-day,1382706000
1382709600,0.77,11.99,65,0,0.97,Mostly Cloudy,,,0.76,16.3,1020.47,0,12.1,0,16.3,partly-cloudy-day,1382709600
1382713200,0.71,11.28,98,0,0.8,Mostly Cloudy,,,0.84,13.92,1020.47,0,11.84,0,13.92,partly-cloudy-day,1382713200
1382716800,0.45,11.01,109,0,1.21,Partly Cloudy,,,0.88,12.87,1020.77,0,9.46,0,12.87,partly-cloudy-night,1382716800
1382720400,0.4,11.48,92,0,1.01,Partly Cloudy,,,0.93,12.59,1020.89,0,7.31,0,12.59,partly-cloudy-night,1382720400
1382724000,0.35,10.45,137,0,0.99,Partly Cloudy,,,0.94,11.31,1020.84,0,7.03,0,11.31,partly-cloudy-night,1382724000
1382727600,0.58,10.27,141,0,1.86,Partly Cloudy,,,0.94,11.13,1020.78,0,4.86,0,11.13,partly-cloudy-night,1382727600
1382731200,0.69,9.96,128,0,1.44,Mostly Cloudy,,,0.95,10.73,1020.79,0,4.67,0,10.73,partly-cloudy-night,1382731200
1382734800,0.38,9.33,140,0,1.56,Partly Cloudy,,,0.95,10.13,1020.54,0,3.33,0,10.13,partly-cloudy-night,1382734800
1382738400,0.38,9.09,143,0,1.09,Foggy,,,0.94,9.98,1020.15,0,2.69,0,9.98,fog,1382738400
1382742000,0.45,8.94,159,0,1.35,Partly Cloudy,,,0.94,9.59,1019.73,0,3.46,0,9.82,partly-cloudy-night,1382742000
1382745600,0.46,8.32,171,0,1.81,Partly Cloudy,,,0.94,8.38,1019.6,0,3.51,0,9.17,partly-cloudy-night,1382745600
1382749200,0.38,7.82,180,0,2.04,Partly Cloudy,,,0.95,7.55,1019.3,0,3.4,0,8.62,partly-cloudy-night,1382749200
1382752800,0.47,7.39,184,0,1.57,Foggy,,,0.94,7.68,1019.24,0,2.85,0,8.34,fog,1382752800
1382756400,0.37,7.51,196,0,1.63,Foggy,,,0.93,7.87,1019.15,0,2.93,0,8.56,fog,1382756400
1382760000,0.38,8.12,195,0,1.67,Foggy,,,0.96,7.98,1018.78,0,2.99,0,8.7,fog,1382760000
